accR:,accP:,gyroR:,gyroP:,gyroY:,cfroll:,cfpitch:
-0.008403, -0.013578,0.030775, -0.001865, 0.005995, -0.011568, -0.005570
-0.010000, -0.017431,0.030775, -0.004130, 0.009193, -0.011553, -0.005686
-0.010200, -0.006552,0.029043, -0.008527, 0.005329, -0.011560, -0.005590
-0.005200, -0.006956,0.029843, -0.004396, 0.008527, -0.011450, -0.005500
-0.020673, -0.010540,0.027445, -0.005196, 0.008793, -0.011654, -0.005493
-0.009064, -0.011566,0.028111, -0.005462, 0.007727, -0.011624, -0.005504
-0.008226, -0.013308,0.029843, -0.005729, 0.008660, -0.011579, -0.005544
-0.012264, -0.006334,0.031442, -0.004396, 0.008527, -0.011610, -0.005436
-0.008849, -0.017088,0.032241, -0.002265, 0.005729, -0.011563, -0.005543
-0.006089, -0.016928,0.033706, -0.004130, 0.007061, -0.011470, -0.005638
-0.011575, -0.008665,0.029576, -0.003331, 0.007727, -0.011485, -0.005583
-0.009633, -0.009837,0.032108, -0.000533, 0.006661, -0.011450, -0.005542
-0.009527, -0.011272,0.030775, -0.004796, 0.008393, -0.011430, -0.005536
-0.005009, -0.014418,0.033040, -0.005196, 0.007461, -0.011322, -0.005584
-0.010966, -0.011575,0.032241, -0.003464, 0.007994, -0.011329, -0.005578
-0.012390, -0.008374,0.031175, -0.003197, 0.005196, -0.011363, -0.005511
-0.012499, -0.014999,0.031442, -0.004663, 0.009992, -0.011404, -0.005578
-0.011109, -0.013196,0.032108, -0.003997, 0.007727, -0.011413, -0.005604
-0.007645, -0.013545,0.029843, -0.005995, 0.007727, -0.011362, -0.005646
-0.008784, -0.008578,0.029843, -0.004263, 0.008793, -0.011327, -0.005588
-0.011284, -0.011082,0.027578, -0.005596, 0.006795, -0.011348, -0.005590
-0.015138, -0.016489,0.028244, -0.004396, 0.009726, -0.011441, -0.005697
-0.003319, -0.011920,0.030242, -0.003197, 0.008260, -0.011291, -0.005703
-0.009212, -0.010893,0.028511, -0.005462, 0.009193, -0.011271, -0.005695
-0.013467, -0.013670,0.029310, -0.006128, 0.004929, -0.011339, -0.005739
-0.012297, -0.010540,0.027045, -0.006928, 0.008527, -0.011385, -0.005729
-0.010441, -0.007229,0.029710, -0.005596, 0.005329, -0.011388, -0.005643
-0.014991, -0.010197,0.030376, -0.005063, 0.007860, -0.011480, -0.005615
-0.010291, -0.013562,0.032774, -0.004663, 0.006795, -0.011474, -0.005645
-0.006842, -0.010878,0.028910, -0.005063, 0.006395, -0.011402, -0.005637
-0.014991, -0.008306,0.030642, -0.006128, 0.005196, -0.011497, -0.005570
-0.010828, -0.007968,0.030775, -0.005063, 0.008127, -0.011504, -0.005497
-0.007264, -0.012442,0.031841, -0.007327, 0.005329, -0.011448, -0.005511
-0.017559, -0.012387,0.036238, -0.006262, 0.008527, -0.011595, -0.005507
-0.010439, -0.012178,0.033307, -0.005995, 0.008393, -0.011595, -0.005510
-0.003714, -0.011547,0.035039, -0.002132, 0.004663, -0.011446, -0.005493
-0.004099, -0.016670,0.032507, -0.005596, 0.007594, -0.011321, -0.005589
-0.014987, -0.010532,0.030775, -0.005729, 0.010525, -0.011417, -0.005568
-0.013892, -0.014898,0.033040, -0.005329, 0.005995, -0.011487, -0.005625
-0.007176, -0.014215,0.028910, -0.007061, 0.006661, -0.011428, -0.005683
-0.010659, -0.009721,0.033573, -0.003464, 0.005862, -0.011427, -0.005632
-0.012493, -0.006550,0.033973, -0.004663, 0.002931, -0.011466, -0.005517
-0.014940, -0.005336,0.029576, -0.003331, 0.000533, -0.011549, -0.005398
-0.011648, -0.004982,0.028244, -0.005596, 0.002531, -0.011573, -0.005279
-0.009840, -0.013096,0.027711, -0.004530, 0.001199, -0.011556, -0.005327
-0.018083, -0.009482,0.031575, -0.002931, -0.004530, -0.011698, -0.005286
-0.018327, -0.009029,0.031308, -0.000400, -0.004796, -0.011832, -0.005238
-0.007935, -0.004273,0.029976, -0.006262, -0.001465, -0.011778, -0.005101
-0.008418, -0.010910,0.031175, -0.001732, -0.001732, -0.011718, -0.005095
-0.008614, -0.008075,0.032241, -0.002665, -0.001332, -0.011666, -0.005028
-0.004051, -0.016134,0.029310, -0.007061, 0.004530, -0.011542, -0.005136
-0.004224, -0.008983,0.030775, -0.004263, 0.001865, -0.011412, -0.005092
-0.005198, -0.013434,0.029043, -0.000266, 0.000266, -0.011289, -0.005145
-0.015121, -0.011784,0.029177, -0.006661, 0.001865, -0.011392, -0.005163
-0.011372, -0.014215,0.030642, -0.006661, 0.003331, -0.011417, -0.005224
-0.011717, -0.014223,0.027578, -0.002531, 0.007461, -0.011433, -0.005296
-0.015927, -0.007694,0.031708, -0.005862, 0.004263, -0.011546, -0.005220
-0.006142, -0.009449,0.032374, -0.002931, 0.005862, -0.011450, -0.005177
-0.011314, -0.012257,0.031175, -0.002798, 0.006262, -0.011458, -0.005197
-0.011425, -0.010065,0.031974, -0.003464, 0.005063, -0.011471, -0.005169
-0.010546, -0.009599,0.031442, -0.005995, 0.004796, -0.011476, -0.005134
-0.008705, -0.010065,0.031575, -0.005729, 0.007860, -0.011443, -0.005109
-0.008253, -0.006106,0.032108, -0.006262, 0.003730, -0.011404, -0.005003
-0.015548, -0.013452,0.028511, -0.005729, 0.005329, -0.011509, -0.005060
-0.014472, -0.011257,0.028777, -0.003331, 0.004396, -0.011581, -0.005072
-0.019187, -0.015134,0.030376, -0.004396, 0.006795, -0.011751, -0.005154
-0.012160, -0.013518,0.030509, -0.003864, 0.006128, -0.011774, -0.005201
-0.013221, -0.010725,0.030509, -0.005462, 0.006262, -0.011824, -0.005192
-0.006353, -0.010002,0.029710, -0.005596, 0.005462, -0.011737, -0.005172
-0.009927, -0.009726,0.030109, -0.005462, 0.008127, -0.011722, -0.005145
-0.011142, -0.008306,0.030109, -0.001599, 0.009059, -0.011717, -0.005090
-0.010294, -0.011658,0.030109, -0.004929, 0.010125, -0.011708, -0.005104
-0.006154, -0.012104,0.029310, -0.004263, 0.005729, -0.011613, -0.005129
-0.014673, -0.014874,0.031175, -0.005462, 0.006928, -0.011696, -0.005201
-0.012716, -0.017450,0.029043, -0.004796, 0.004796, -0.011735, -0.005332
-0.007580, -0.010106,0.029310, -0.005596, 0.007194, -0.011674, -0.005313
-0.014874, -0.005963,0.028377, -0.004396, 0.008926, -0.011755, -0.005215
-0.012861, -0.011575,0.032108, -0.006395, 0.007860, -0.011802, -0.005216
-0.010682, -0.008600,0.033706, -0.005329, 0.007327, -0.011801, -0.005152
-0.003309, -0.007698,0.028910, -0.005995, 0.009059, -0.011654, -0.005089
-0.000610, -0.010445,0.030642, -0.001998, 0.007194, -0.011441, -0.005076
-0.009726, -0.006909,0.031442, -0.004396, 0.007727, -0.011424, -0.004990
-0.009997, -0.006350,0.031708, -0.003997, 0.007461, -0.011411, -0.004893
-0.012469, -0.011862,0.032374, -0.003064, 0.005995, -0.011445, -0.004905
-0.014515, -0.011290,0.032241, -0.004530, 0.005862, -0.011524, -0.004906
-0.008288, -0.008423,0.032108, -0.005063, 0.007594, -0.011479, -0.004851
-0.010694, -0.012778,0.025713, -0.006661, 0.005196, -0.011489, -0.004909
-0.009832, -0.005424,0.030775, -0.005462, 0.006395, -0.011478, -0.004798
-0.016005, -0.011251,0.030909, -0.008527, 0.007194, -0.011601, -0.004806
-0.008823, -0.013604,0.030775, -0.002398, 0.007194, -0.011555, -0.004862
-0.013677, -0.011172,0.031042, -0.005196, 0.007194, -0.011618, -0.004866
-0.008351, -0.014665,0.031442, -0.004263, 0.007327, -0.011569, -0.004939
-0.003830, -0.009003,0.029177, -0.005462, 0.005995, -0.011436, -0.004906
-0.010455, -0.011796,0.033973, -0.004130, 0.004796, -0.011433, -0.004910
-0.013257, -0.009605,0.028511, -0.003997, 0.007327, -0.011485, -0.004892
-0.015171, -0.007721,0.030909, -0.005329, 0.007727, -0.011579, -0.004828
-0.009597, -0.017098,0.032774, -0.001732, 0.007061, -0.011547, -0.004945
-0.013655, -0.008450,0.032907, -0.002931, 0.009059, -0.011600, -0.004886
-0.013611, -0.008827,0.032507, -0.005995, 0.007860, -0.011664, -0.004837
-0.007420, -0.016710,0.031175, -0.003197, 0.008260, -0.011592, -0.004953
-0.011641, -0.004980,0.028644, -0.004130, 0.010925, -0.011609, -0.004841
-0.011824, -0.009742,0.030242, -0.007860, 0.005862, -0.011644, -0.004820
-0.013787, -0.013585,0.028377, -0.005995, 0.005862, -0.011710, -0.004884
-0.006988, -0.014856,0.029443, -0.002132, 0.009059, -0.011624, -0.004968
-0.012991, -0.014337,0.030109, -0.004130, 0.007994, -0.011668, -0.005038
-0.012048, -0.007270,0.031442, -0.004396, 0.008527, -0.011693, -0.004959
-0.007897, -0.013026,0.034239, -0.004663, 0.005596, -0.011635, -0.004986
-0.013907, -0.014108,0.027311, -0.002798, 0.008793, -0.011691, -0.005062
-0.009565, -0.014006,0.030642, -0.005462, 0.009059, -0.011670, -0.005120
-0.013278, -0.008130,0.030376, -0.006262, 0.005862, -0.011727, -0.005061
-0.006172, -0.009495,0.030909, -0.002798, 0.007994, -0.011627, -0.005029
-0.014096, -0.008512,0.031841, -0.008260, 0.005462, -0.011709, -0.004974
-0.010180, -0.009237,0.031442, -0.006262, 0.008393, -0.011703, -0.004936
-0.007164, -0.014598,0.029576, -0.005596, 0.005462, -0.011634, -0.005013
-0.014058, -0.012360,0.030109, -0.002665, 0.006128, -0.011693, -0.005042
-0.012387, -0.009529,0.032108, -0.004396, 0.000799, -0.011724, -0.005006
-0.015209, -0.011257,0.031175, -0.005729, 0.000533, -0.011816, -0.005009
-0.011041, -0.011241,0.034506, -0.008260, -0.000533, -0.011833, -0.004998
-0.010529, -0.011541,0.031442, -0.008527, 0.001199, -0.011840, -0.005006
-0.010648, -0.010849,0.032108, -0.001998, 0.001865, -0.011824, -0.004997
-0.011971, -0.008761,0.031175, -0.005596, 0.002665, -0.011849, -0.004950
-0.013269, -0.005935,0.029576, -0.007061, 0.003464, -0.011905, -0.004854
-0.004949, -0.014245,0.031175, -0.002398, 0.000533, -0.011775, -0.004919
-0.012499, -0.014188,0.026912, -0.006795, 0.006128, -0.011816, -0.004999
-0.004656, -0.008637,0.030509, -0.004663, 0.004929, -0.011692, -0.004952
-0.013806, -0.008620,0.032507, -0.004263, 0.000666, -0.011751, -0.004898
-0.004676, -0.008674,0.026112, -0.008260, 0.005196, -0.011641, -0.004871
-0.010048, -0.011711,0.028511, -0.004796, 0.006528, -0.011628, -0.004896
-0.013674, -0.006160,0.025047, -0.008660, 0.005196, -0.011703, -0.004823
-0.011482, -0.008259,0.029843, -0.005462, 0.003597, -0.011720, -0.004775
-0.015645, -0.015849,0.030509, -0.003197, 0.006795, -0.011811, -0.004877
-0.015308, -0.012438,0.028244, -0.004130, 0.003464, -0.011897, -0.004918
-0.005564, -0.008782,0.031841, -0.005729, 0.004663, -0.011793, -0.004870
-0.010405, -0.011351,0.033973, -0.004796, 0.005862, -0.011784, -0.004866
-0.015829, -0.013750,0.031974, -0.006661, 0.004396, -0.011891, -0.004919
-0.009543, -0.009744,0.032374, -0.003997, 0.005462, -0.011860, -0.004888
-0.011130, -0.017065,0.029177, -0.002931, 0.009726, -0.011857, -0.005018
-0.011591, -0.014438,0.029177, -0.005063, 0.008127, -0.011871, -0.005092
-0.010377, -0.012803,0.029710, -0.004796, 0.007860, -0.011860, -0.005129
-0.009563, -0.013604,0.030109, -0.003730, 0.006661, -0.011829, -0.005181
-0.009842, -0.013100,0.028511, -0.006661, 0.006128, -0.011815, -0.005227
-0.012117, -0.008123,0.029576, -0.006661, 0.006928, -0.011847, -0.005169
-0.007871, -0.009217,0.031175, -0.001599, 0.005995, -0.011774, -0.005128
-0.010769, -0.012530,0.033173, -0.003597, 0.008926, -0.011768, -0.005146
-0.010781, -0.018306,0.031042, -0.006928, 0.008260, -0.011776, -0.005288
-0.008749, -0.011220,0.030775, -0.001199, 0.010658, -0.011720, -0.005286
-0.005388, -0.010169,0.033573, -0.003464, 0.005995, -0.011607, -0.005252
-0.010032, -0.013692,0.030775, -0.003597, 0.009592, -0.011589, -0.005300
-0.006139, -0.012479,0.031175, -0.004130, 0.006795, -0.011496, -0.005321
-0.014337, -0.013798,0.030109, -0.002132, 0.004263, -0.011562, -0.005373
-0.001623, -0.011360,0.032108, -0.007194, 0.007594, -0.011391, -0.005367
-0.005391, -0.014756,0.029443, -0.006395, 0.005995, -0.011296, -0.005439
-0.010772, -0.009485,0.033040, -0.003464, 0.006795, -0.011299, -0.005390
-0.002895, -0.010369,0.030775, -0.001998, 0.008793, -0.011139, -0.005369
-0.012327, -0.015171,0.032241, -0.005329, 0.007061, -0.011184, -0.005439
-0.006096, -0.010115,0.032774, -0.005995, 0.007994, -0.011105, -0.005404
-0.007871, -0.010360,0.029443, -0.004396, 0.010791, -0.011058, -0.005388
-0.017322, -0.007201,0.030109, -0.005729, 0.007860, -0.011206, -0.005306
-0.007313, -0.011375,0.030775, -0.004530, 0.008393, -0.011146, -0.005307
-0.006777, -0.010436,0.030909, -0.002265, 0.004929, -0.011067, -0.005288
-0.014023, -0.011178,0.029843, -0.005995, 0.011324, -0.011150, -0.005289
-0.009426, -0.011850,0.029976, -0.003997, 0.008393, -0.011131, -0.005303
-0.006145, -0.010940,0.030376, -0.004929, 0.006661, -0.011050, -0.005296
-0.018994, -0.013858,0.025713, -0.005995, 0.009059, -0.011233, -0.005367
-0.010153, -0.010691,0.033706, -0.004929, 0.007727, -0.011231, -0.005341
-0.012580, -0.013115,0.029976, -0.007727, 0.008926, -0.011288, -0.005379
-0.009431, -0.006535,0.031042, -0.001465, 0.008527, -0.011256, -0.005281
-0.010371, -0.010506,0.029443, -0.004396, 0.008926, -0.011256, -0.005270
-0.008804, -0.005981,0.033040, -0.002665, 0.008260, -0.011217, -0.005154
-0.011169, -0.015975,0.031442, -0.002531, 0.007461, -0.011226, -0.005248
-0.009049, -0.012695,0.034373, -0.002931, 0.008926, -0.011194, -0.005262
-0.009818, -0.015776,0.030775, -0.000533, 0.008260, -0.011169, -0.005351
-0.006331, -0.011516,0.032907, -0.003331, 0.009992, -0.011085, -0.005346
-0.015171, -0.014629,0.030509, -0.004796, 0.007994, -0.011186, -0.005412
-0.013869, -0.011458,0.032641, 0.000933, 0.005729, -0.011236, -0.005405
-0.006806, -0.008916,0.027311, -0.005329, 0.010258, -0.011168, -0.005368
-0.007859, -0.009202,0.034106, -0.001199, 0.008793, -0.011107, -0.005311
-0.003499, -0.014333,0.032507, -0.001465, 0.008527, -0.010960, -0.005364
-0.007955, -0.008906,0.030642, -0.004663, 0.009992, -0.010918, -0.005315
-0.013362, -0.015040,0.029576, -0.003331, 0.009059, -0.010980, -0.005393
-0.003706, -0.008086,0.025180, -0.004263, 0.006395, -0.010851, -0.005348
-0.018332, -0.015502,0.027311, -0.006128, 0.010392, -0.011025, -0.005444
-0.007676, -0.008618,0.029976, -0.007727, 0.008660, -0.010988, -0.005390
-0.006498, -0.011254,0.030509, -0.004263, 0.007194, -0.010915, -0.005388
-0.011091, -0.005983,0.031974, -0.004130, 0.005063, -0.010935, -0.005275
-0.007661, -0.012029,0.031442, -0.001599, 0.007194, -0.010876, -0.005286
-0.013798, -0.011308,0.031175, -0.005329, 0.007594, -0.010955, -0.005285
-0.018112, -0.019468,0.029576, -0.001865, 0.005063, -0.011106, -0.005452
-0.007291, -0.013974,0.029710, -0.003730, 0.006795, -0.011044, -0.005506
-0.010676, -0.013563,0.033040, -0.004396, 0.008660, -0.011054, -0.005538
-0.011689, -0.012702,0.034639, -0.003464, 0.008527, -0.011080, -0.005545
-0.006533, -0.009025,0.032774, -0.004796, 0.006262, -0.011008, -0.005487
-0.015441, -0.009115,0.032907, -0.005462, 0.008926, -0.011118, -0.005430
-0.004235, -0.012435,0.032108, -0.006661, 0.010125, -0.011006, -0.005444
-0.015258, -0.007357,0.030242, -0.004396, 0.005862, -0.011109, -0.005364
-0.011363, -0.010010,0.030509, -0.001599, 0.008393, -0.011120, -0.005337
-0.009408, -0.008400,0.025313, -0.006128, 0.011058, -0.011110, -0.005299
-0.009882, -0.013971,0.027711, -0.004530, 0.007994, -0.011103, -0.005364
-0.010211, -0.014605,0.032241, -0.004796, 0.009193, -0.011104, -0.005423
-0.015291, -0.015493,0.028910, -0.004263, 0.005729, -0.011204, -0.005511
-0.009639, -0.008688,0.031175, -0.001998, 0.006795, -0.011181, -0.005452
-0.007865, -0.009209,0.030109, -0.003064, 0.009326, -0.011127, -0.005409
-0.001946, -0.006711,0.031841, -0.004796, 0.005596, -0.010962, -0.005310
-0.013688, -0.015789,0.030109, -0.004796, 0.010125, -0.011035, -0.005402
-0.007922, -0.008870,0.032241, -0.002665, 0.004796, -0.010983, -0.005345
-0.010734, -0.020116,0.027844, -0.006528, 0.011458, -0.011004, -0.005531
-0.012191, -0.004823,0.029710, -0.007327, 0.009193, -0.011056, -0.005401
-0.016362, -0.012357,0.029310, -0.004396, 0.006795, -0.011180, -0.005425
-0.011416, -0.010804,0.030242, -0.005596, 0.004796, -0.011206, -0.005414
-0.014268, -0.012928,0.032108, -0.002132, 0.005596, -0.011276, -0.005438
-0.010934, -0.009584,0.029443, -0.006795, 0.009059, -0.011296, -0.005406
-0.013079, -0.007183,0.032374, -0.002531, 0.008527, -0.011341, -0.005314
-0.009237, -0.012809,0.032374, -0.003597, 0.006528, -0.011313, -0.005337
-0.013376, -0.009747,0.034639, -0.003331, 0.007194, -0.011368, -0.005290
-0.018312, -0.018177,0.025713, -0.007594, 0.009059, -0.011536, -0.005447
-0.011657, -0.006132,0.032108, -0.001998, 0.006528, -0.011547, -0.005335
-0.015548, -0.008856,0.028511, -0.003730, 0.010525, -0.011641, -0.005293
-0.006064, -0.014717,0.028244, -0.005729, 0.005063, -0.011552, -0.005371
-0.019409, -0.007120,0.028910, -0.005063, 0.007727, -0.011729, -0.005293
-0.001958, -0.009049,0.032241, -0.004796, 0.005462, -0.011553, -0.005241
-0.012820, -0.007692,0.030109, -0.007994, 0.008127, -0.011609, -0.005172
-0.012446, -0.009957,0.032774, -0.002265, 0.007327, -0.011635, -0.005140
-0.006814, -0.011651,0.031175, -0.005063, 0.007594, -0.011558, -0.005148
-0.002902, -0.006142,0.031442, -0.004530, 0.007594, -0.011403, -0.005044
-0.008362, -0.011573,0.032507, -0.005063, 0.008127, -0.011362, -0.005047
-0.013463, -0.009472,0.028377, -0.007860, 0.008260, -0.011435, -0.005025
-0.017200, -0.010062,0.029710, -0.004663, 0.007994, -0.011568, -0.005009
-0.016895, -0.011692,0.031308, -0.003730, 0.005729, -0.011690, -0.005020
-0.013409, -0.012803,0.031308, -0.004530, 0.010125, -0.011742, -0.005053
-0.009502, -0.004416,0.031175, -0.002265, 0.007194, -0.011706, -0.004918
-0.011385, -0.010775,0.030109, -0.005063, 0.007727, -0.011719, -0.004917
-0.014562, -0.014360,0.032907, -0.005462, 0.007194, -0.011797, -0.004977
-0.013955, -0.011866,0.032774, -0.005329, 0.009992, -0.011861, -0.004986
-0.012431, -0.007240,0.033040, -0.002665, 0.007194, -0.011883, -0.004902
-0.002780, -0.013289,0.032241, -0.005063, 0.007061, -0.011721, -0.004943
-0.012685, -0.014371,0.031841, -0.003730, 0.007594, -0.011755, -0.005007
-0.004980, -0.009757,0.031841, -0.005862, 0.009992, -0.011642, -0.004977
-0.015636, -0.010469,0.033706, -0.005729, 0.005729, -0.011745, -0.004955
-0.015097, -0.012267,0.031841, -0.000400, 0.009726, -0.011813, -0.004976
-0.012479, -0.016121,0.030509, -0.004796, 0.007327, -0.011846, -0.005080
-0.004980, -0.010161,0.030909, -0.004530, 0.006128, -0.011726, -0.005060
-0.010999, -0.006179,0.030775, -0.004796, 0.006528, -0.011730, -0.004962
-0.016056, -0.010884,0.030509, -0.003331, 0.006795, -0.011830, -0.004961
-0.013663, -0.008455,0.027978, -0.004530, 0.006528, -0.011884, -0.004921
-0.007327, -0.010583,0.030775, -0.005995, 0.007860, -0.011817, -0.004913
-0.013175, -0.011091,0.030376, -0.005329, 0.008260, -0.011865, -0.004918
-0.004082, -0.010068,0.027978, -0.004796, 0.007727, -0.011728, -0.004911
-0.014812, -0.008455,0.029576, -0.002665, 0.006928, -0.011800, -0.004866
-0.007690, -0.004857,0.031841, -0.006928, 0.007727, -0.011745, -0.004741
-0.012883, -0.010814,0.030775, -0.002398, 0.005329, -0.011777, -0.004742
-0.008834, -0.010925,0.030376, -0.004396, 0.007860, -0.011735, -0.004747
-0.012293, -0.017426,0.032641, -0.003197, 0.006395, -0.011759, -0.004872
-0.018281, -0.014219,0.030109, -0.005729, 0.009992, -0.011912, -0.004941
-0.009558, -0.007472,0.031308, -0.004530, 0.008127, -0.011883, -0.004869
-0.015398, -0.008369,0.031708, -0.002798, 0.005729, -0.011964, -0.004815
-0.008277, -0.012651,0.033040, -0.000266, 0.007994, -0.011891, -0.004842
-0.008854, -0.012841,0.030642, -0.005196, 0.007994, -0.011851, -0.004882
-0.002360, -0.017061,0.029710, -0.003864, 0.007461, -0.011676, -0.005009
-0.010222, -0.014621,0.028111, -0.004130, 0.008260, -0.011663, -0.005091
-0.011416, -0.005844,0.032241, -0.007194, 0.006262, -0.011687, -0.004980
-0.011901, -0.010954,0.026912, -0.003730, 0.006528, -0.011705, -0.004994
-0.012297, -0.006013,0.028511, -0.004130, 0.007461, -0.011733, -0.004902
-0.012830, -0.009994,0.033440, -0.001865, 0.008127, -0.011763, -0.004873
-0.014634, -0.013699,0.030109, -0.005329, 0.007994, -0.011841, -0.004931
-0.015258, -0.012772,0.030909, -0.007061, 0.007727, -0.011937, -0.004967
-0.005826, -0.008672,0.033706, -0.001998, 0.004929, -0.011823, -0.004909
-0.013104, -0.010999,0.033840, -0.003331, 0.006661, -0.011861, -0.004898
-0.011425, -0.011969,0.030509, -0.007994, 0.007860, -0.011884, -0.004920
-0.010676, -0.018129,0.031841, -0.003730, 0.005596, -0.011874, -0.005059
-0.014840, -0.008132,0.030509, -0.003464, 0.006528, -0.011947, -0.005001
-0.006746, -0.011872,0.032774, -0.006128, 0.007594, -0.011867, -0.005010
-0.013783, -0.012439,0.032108, -0.003997, 0.005329, -0.011921, -0.005033
-0.009130, -0.011242,0.031841, -0.005729, 0.009992, -0.011888, -0.005032
-0.017659, -0.007626,0.033973, -0.002265, 0.006128, -0.012012, -0.004951
-0.009214, -0.020040,0.025713, -0.005329, 0.006262, -0.011977, -0.005152
-0.011701, -0.016165,0.030109, -0.002531, 0.009726, -0.011982, -0.005254
-0.006565, -0.015159,0.029310, -0.005596, 0.007461, -0.011895, -0.005337
-0.004230, -0.015443,0.029843, -0.003864, 0.007061, -0.011757, -0.005423
-0.017163, -0.013193,0.030509, -0.005462, 0.008127, -0.011887, -0.005458
-0.017144, -0.013079,0.030509, -0.003464, 0.006661, -0.012005, -0.005491
-0.011607, -0.010332,0.028910, -0.003730, 0.006528, -0.012012, -0.005475
-0.011761, -0.012696,0.030775, -0.001998, 0.005729, -0.012015, -0.005498
-0.007682, -0.007143,0.029576, -0.005862, 0.006128, -0.011951, -0.005415
-0.011233, -0.007557,0.032108, -0.002798, 0.004796, -0.011948, -0.005332
-0.018421, -0.012868,0.027445, -0.003730, 0.006395, -0.012092, -0.005375
-0.013520, -0.008367,0.031442, -0.003597, 0.007994, -0.012134, -0.005312
-0.012685, -0.010526,0.032907, -0.004263, 0.005063, -0.012162, -0.005287
-0.009251, -0.006010,0.029576, -0.003730, 0.006262, -0.012119, -0.005186
-0.011232, -0.016313,0.029576, -0.003730, 0.008527, -0.012115, -0.005292
-0.008993, -0.004631,0.031974, -0.003464, 0.007061, -0.012067, -0.005154
-0.006184, -0.011416,0.028910, -0.004396, 0.009859, -0.011966, -0.005166
-0.009786, -0.008437,0.028377, -0.005196, 0.007594, -0.011943, -0.005120
-0.014341, -0.016091,0.032374, -0.002531, 0.009992, -0.012001, -0.005212
-0.013560, -0.014902,0.030242, -0.002531, 0.005329, -0.012042, -0.005288
-0.016454, -0.009778,0.028244, -0.002931, 0.009193, -0.012142, -0.005267
-0.011768, -0.015441,0.031442, -0.003331, 0.006928, -0.012147, -0.005347
-0.015431, -0.012949,0.029843, -0.006661, 0.011058, -0.012239, -0.005382
-0.013918, -0.006790,0.031841, -0.003597, 0.005596, -0.012287, -0.005285
-0.013765, -0.010475,0.028511, -0.008793, 0.005995, -0.012351, -0.005277
-0.005155, -0.013323,0.029710, -0.006128, 0.006795, -0.012231, -0.005322
-0.013715, -0.016973,0.030509, -0.004263, 0.005862, -0.012277, -0.005435
-0.013293, -0.008139,0.031308, -0.003064, 0.005995, -0.012310, -0.005367
-0.004456, -0.009587,0.032108, -0.000400, 0.003331, -0.012154, -0.005325
-0.011869, -0.010925,0.030775, -0.004396, 0.005196, -0.012166, -0.005317
-0.013012, -0.015101,0.030509, -0.002665, 0.007061, -0.012193, -0.005393
-0.009840, -0.010450,0.031442, -0.003064, 0.005995, -0.012158, -0.005371
-0.012143, -0.013500,0.029576, -0.007327, 0.005729, -0.012186, -0.005417
-0.007709, -0.015146,0.031575, -0.002798, 0.009592, -0.012108, -0.005488
-0.014501, -0.008510,0.033706, -0.004263, 0.007994, -0.012172, -0.005416
-0.014744, -0.014542,0.030775, -0.003730, 0.004130, -0.012238, -0.005478
-0.006023, -0.016173,0.028244, -0.002931, 0.007461, -0.012126, -0.005581
-0.009620, -0.009078,0.027311, -0.006661, 0.008527, -0.012102, -0.005544
-0.008297, -0.016121,0.031442, -0.003464, 0.005995, -0.012039, -0.005633
-0.005591, -0.012664,0.031042, -0.005063, 0.007727, -0.011930, -0.005652
-0.008894, -0.014461,0.027445, -0.006395, 0.006262, -0.011894, -0.005720
-0.015725, -0.006749,0.028777, -0.007860, 0.006928, -0.012002, -0.005628
-0.010757, -0.011366,0.031841, -0.000533, 0.004929, -0.011979, -0.005618
-0.011856, -0.009768,0.028777, -0.004130, 0.008127, -0.011993, -0.005588
-0.008565, -0.017463,0.030242, -0.004663, 0.006395, -0.011942, -0.005707
-0.007289, -0.012486,0.027978, -0.005729, 0.006262, -0.011872, -0.005733
-0.006550, -0.012493,0.030109, -0.000933, 0.006528, -0.011769, -0.005750
-0.008115, -0.017850,0.032907, -0.003730, 0.007727, -0.011711, -0.005863
-0.005215, -0.011582,0.032374, -0.002531, 0.003864, -0.011591, -0.005851
-0.014546, -0.008620,0.034639, -0.002798, 0.005862, -0.011661, -0.005770
-0.006599, -0.010612,0.031841, -0.003730, 0.007594, -0.011574, -0.005742
-0.010498, -0.016822,0.031575, -0.006661, 0.005063, -0.011579, -0.005840
-0.006735, -0.007678,0.029043, -0.002798, 0.004396, -0.011493, -0.005763
-0.012227, -0.009406,0.029576, -0.003464, 0.005596, -0.011521, -0.005720
-0.014379, -0.008844,0.032507, -0.001865, 0.007860, -0.011585, -0.005655
-0.013268, -0.011169,0.030109, -0.003064, 0.000666, -0.011631, -0.005647
-0.012071, -0.012273,0.032641, -0.004130, 0.001865, -0.011656, -0.005652
-0.016056, -0.009742,0.030509, -0.007061, 0.004796, -0.011772, -0.005614
-0.007959, -0.012788,0.031974, -0.005729, 0.002665, -0.011718, -0.005632
-0.005249, -0.009681,0.027978, -0.007860, 0.001865, -0.011619, -0.005603
-0.006482, -0.013498,0.029177, -0.007061, 0.003864, -0.011544, -0.005647
-0.012991, -0.009020,0.034239, -0.005196, 0.003464, -0.011594, -0.005580
-0.009434, -0.013005,0.030775, -0.007727, 0.007061, -0.011581, -0.005608
-0.015761, -0.010619,0.031442, -0.002665, 0.003331, -0.011675, -0.005585
-0.007616, -0.007082,0.033973, -0.004396, 0.007727, -0.011611, -0.005482
-0.009172, -0.009708,0.032774, -0.005196, 0.006661, -0.011582, -0.005438
