accR,accP,gyroR,gyroP,gyroY,cfroll,cfpitch
-0.050550, 0.586823,1.161737, 0.506661, -0.167866, 0.037887, 0.244357
-0.030760, 0.577180,1.103784, 0.482281, -0.139755, 0.038405, 0.255341
-0.027083, 0.581514,1.002798, 0.464295, -0.110312, 0.038915, 0.265795
-0.038002, 0.567768,0.880229, 0.448974, -0.078337, 0.039137, 0.275285
-0.038185, 0.564577,0.736477, 0.424860, -0.048228, 0.039256, 0.283958
-0.043736, 0.563856,0.575273, 0.405542, -0.016120, 0.039186, 0.291811
-0.050958, 0.570569,0.415135, 0.386491, 0.025047, 0.038898, 0.299013
-0.063567, 0.564804,0.264588, 0.367706, 0.073541, 0.038290, 0.305366
-0.073216, 0.561913,0.129097, 0.351186, 0.117906, 0.037437, 0.311003
-0.075051, 0.561889,0.005329, 0.335065, 0.152678, 0.036500, 0.316042
-0.063581, 0.551042,-0.097655, 0.324807, 0.183720, 0.035772, 0.320359
-0.072571, 0.540233,-0.197708, 0.318279, 0.213696, 0.034853, 0.323982
-0.067624, 0.547022,-0.292433, 0.314149, 0.231815, 0.034035, 0.327296
-0.075259, 0.570564,-0.371436, 0.301892, 0.255662, 0.033032, 0.330705
-0.067136, 0.578403,-0.460298, 0.290701, 0.279110, 0.032168, 0.333855
-0.079198, 0.600440,-0.556888, 0.275913, 0.292566, 0.031023, 0.337004
-0.077501, 0.644543,-0.670930, 0.233813, 0.279643, 0.029769, 0.340524
-0.068677, 0.673461,-0.788303, 0.190514, 0.240608, 0.028547, 0.344093
-0.052473, 0.641081,-0.903144, 0.156275, 0.200906, 0.027539, 0.346492
-0.039157, 0.607802,-1.037570, 0.127498, 0.180922, 0.026705, 0.347651
-0.012458, 0.559966,-1.181322, 0.120171, 0.182387, 0.026392, 0.347267
-0.017042, 0.542737,-1.352918, 0.126699, 0.192912, 0.026020, 0.345873
-0.028945, 0.499754,-1.546363, 0.144151, 0.214229, 0.025486, 0.342889
-0.041620, 0.464629,-1.758993, 0.170397, 0.239275, 0.024812, 0.338428
-0.038210, 0.463916,-2.027311, 0.204770, 0.269518, 0.024354, 0.332991
-0.022300, 0.476192,-2.234213, 0.215561, 0.333200, 0.024266, 0.327097
-0.004804, 0.430803,-2.495337, 0.243139, 0.412204, 0.024638, 0.319389
-0.013714, 0.425336,-2.704370, 0.270051, 0.465361, 0.024930, 0.310907
0.000134, 0.372768,-2.800693, 0.281375, 0.525047, 0.025537, 0.301166
-0.009067, 0.362561,-2.907141, 0.293632, 0.599387, 0.025996, 0.290997
-0.017846, 0.348733,-3.099520, 0.312816, 0.691580, 0.026345, 0.280002
-0.020207, 0.330563,-3.412204, 0.314682, 0.809885, 0.026647, 0.267637
-0.029258, 0.321248,-3.824807, 0.318145, 0.943512, 0.026776, 0.253716
-0.074889, 0.300893,-4.326272, 0.320011, 1.089262, 0.025998, 0.237701
-0.086475, 0.326234,3.853317, 0.303491, 1.215561, 0.024938, 0.254577
-0.089493, 0.348234,3.251799, 0.268052, 1.308153, 0.023700, 0.269197
-0.098135, 0.400933,2.734612, 0.092992, 1.364109, 0.021628, 0.282551
-0.142057, 0.392911,2.612044, -0.029576, 1.410871, 0.018238, 0.294998
-0.158530, 0.403413,2.612044, -0.029576, 1.417399, 0.014587, 0.307405
-0.159927, 0.408707,2.612044, -0.029576, 1.401279, 0.010981, 0.319670
-0.129538, 0.385719,2.612044, -0.029576, 1.373701, 0.008054, 0.331231
-0.101729, 0.365579,2.612044, -0.029576, 1.323741, 0.005743, 0.342157
-0.077366, 0.266324,2.612044, -0.029576, 1.260059, 0.003965, 0.350879
-0.049265, 0.235921,2.612044, -0.029576, 1.164402, 0.002784, 0.358819
-0.034138, 0.189796,2.612044, -0.029576, 1.054490, 0.001930, 0.365678
-0.041195, 0.119732,2.612044, -0.029576, 0.951372, 0.000951, 0.370998
-0.038954, 0.083556,2.612044, -0.029576, 0.838796, 0.000037, 0.375489
-0.015531, 0.035883,2.612044, -0.029576, 0.730882, -0.000390, 0.378936
0.005908, -0.028441,2.612044, -0.029576, 0.640821, -0.000380, 0.381028
0.003210, -0.109854,2.612044, -0.029576, 0.560352, -0.000424, 0.381449
-0.033256, -0.159670,2.612044, -0.029576, 0.529177, -0.001197, 0.380866
0.027088, -0.299289,2.612044, -0.029576, 0.505596, -0.000747, 0.377502
0.052476, -0.242998,2.612044, -0.029576, 0.495071, 0.000202, 0.375331
0.171985, -0.265942,2.612044, -0.029576, 0.430322, 0.003521, 0.372745
0.167390, -0.127986,2.612044, -0.029576, 0.340261, 0.006683, 0.372970
0.121102, -0.366943,2.612044, -0.029576, 0.222888, 0.008855, 0.368411
0.005546, -0.260896,2.612044, -0.029576, 0.131228, 0.008673, 0.366064
0.004940, 0.003734,2.612044, -0.029576, -0.030109, 0.008482, 0.369056
-0.123371, -0.434670,2.612044, -0.029576, -0.077138, 0.005729, 0.363221
-0.112828, -0.961966,2.612044, -0.029576, -0.070743, 0.003242, 0.346956
-0.252341, -0.949070,2.612044, -0.029576, -0.092459, -0.001985, 0.331275
0.026886, -0.295753,2.612044, -0.029576, -0.079270, -0.001524, 0.328974
-0.220399, -0.997194,2.612044, -0.029576, -0.071676, -0.006017, 0.312690
-0.055499, -1.160531,4.045564, 0.317613, -0.124034, -0.005762, 0.299084
-0.092004, -0.744714,-1.875566, 0.401412, -0.159339, -0.005913, 0.270856
-0.064770, -0.790432,-0.115508, 0.411271, -0.185718, -0.005478, 0.249177
-0.140791, -0.809625,0.739009, 0.389022, -0.233546, -0.006659, 0.230898
-0.058123, -0.688191,1.272315, 0.341060, -0.244471, -0.006352, 0.217504
-0.008408, -0.841506,1.534106, 0.314815, -0.246203, -0.005159, 0.202337
0.008064, -0.807642,1.396749, 0.309219, -0.244338, -0.003682, 0.187613
0.021714, -0.753231,0.723022, 0.269118, -0.215428, -0.002119, 0.171630
-0.027396, -0.714616,-0.030109, 0.223554, -0.186251, -0.001748, 0.153787
-0.050619, -0.839980,-0.722622, 0.190381, -0.176659, -0.001980, 0.131079
0.011844, -0.810799,-1.285905, 0.170930, -0.164402, -0.001033, 0.107201
0.017063, -0.764940,-1.672795, 0.146283, -0.160272, -0.000098, 0.083201
0.006817, -0.809348,-1.860245, 0.116041, -0.163203, 0.000495, 0.058058
0.022175, -0.857615,-1.860245, 0.084466, -0.174660, 0.001260, 0.032452
-0.043204, -0.846220,-1.615774, 0.067812, -0.199440, 0.000637, 0.008545
-0.057406, -0.841383,-1.258726, 0.044764, -0.251532, -0.000349, -0.013388
0.009522, -0.804224,-0.900213, 0.030109, -0.325340, -0.000033, -0.032734
-0.025702, -0.814118,-0.658007, 0.017453, -0.380096, -0.000478, -0.050941
-0.103216, -0.847596,-0.518918, -0.015321, -0.391953, -0.002593, -0.068908
-0.111590, -0.857218,-0.435918, -0.049427, -0.372102, -0.004967, -0.086383
-0.047372, -0.820064,-0.378764, -0.062883, -0.360778, -0.006061, -0.102541
-0.048787, -0.812578,-0.328404, -0.070077, -0.350120, -0.007190, -0.118029
-0.036437, -0.807302,-0.253397, -0.070477, -0.335465, -0.008052, -0.132808
-0.054604, -0.816889,-0.165867, -0.078471, -0.311484, -0.009290, -0.147140
-0.044515, -0.824029,-0.034373, -0.086198, -0.293232, -0.010333, -0.160813
-0.054210, -0.831217,0.147349, -0.093525, -0.284439, -0.011577, -0.173643
-0.033758, -0.829924,0.365041, -0.104583, -0.279643, -0.012430, -0.185338
-0.036965, -0.830031,0.623501, -0.120437, -0.283107, -0.013393, -0.195787
-0.034648, -0.842709,0.915534, -0.135625, -0.294031, -0.014350, -0.205137
-0.069298, -0.853833,1.213562, -0.153078, -0.290434, -0.016049, -0.213354
-0.073965, -0.816912,1.499067, -0.178790, -0.286438, -0.017908, -0.219549
-0.055750, -0.826785,1.773648, -0.215428, -0.279243, -0.019510, -0.224741
-0.071532, -0.833287,2.080336, -0.250999, -0.270717, -0.021534, -0.228757
-0.063985, -0.839488,2.442313, -0.284572, -0.261124, -0.023498, -0.231397
-0.059257, -0.802317,2.810418, -0.335465, -0.232481, -0.025529, -0.231799
-0.027175, -0.776335,3.182121, -0.334799, -0.197975, -0.026874, -0.230216
0.014700, -0.769503,3.545297, -0.344658, -0.161604, -0.027394, -0.227104
0.026350, -0.715123,3.897549, -0.323208, -0.145350, -0.027586, -0.221586
-0.003746, -0.695916,4.272182, -0.296296, -0.141620, -0.028270, -0.214325
-0.051472, -0.673669,-4.081268, -0.285505, -0.125766, -0.029854, -0.239511
-0.004144, -0.665488,-3.724354, -0.253397, -0.122302, -0.030333, -0.262630
0.012106, -0.613464,-3.419531, -0.204770, -0.116041, -0.030287, -0.283051
0.015583, -0.627597,-3.180655, -0.151079, -0.094591, -0.029961, -0.302410
-0.002257, -0.596144,-3.043299, -0.106448, -0.069544, -0.029825, -0.320215
-0.005117, -0.525472,-2.902611, -0.089528, -0.056755, -0.029681, -0.335698
-0.029244, -0.510187,-2.738742, -0.092859, -0.051825, -0.030037, -0.349924
-0.036562, -0.479171,2.604983, -0.036371, -0.052092, -0.030310, -0.342297
-0.072701, -0.523886,2.611777, -0.029576, -0.074607, -0.031274, -0.335691
-0.122741, -0.374888,2.611777, -0.029576, -0.062084, -0.033219, -0.326237
0.059626, -0.383482,2.611777, -0.029576, -0.110445, -0.031478, -0.317143
0.034260, -0.521935,2.611777, -0.029576, -0.152012, -0.030279, -0.311001
0.038145, -0.256720,2.611777, -0.029576, -0.190248, -0.029026, -0.299677
0.035164, -0.205700,2.611777, -0.029576, -0.189315, -0.027859, -0.287559
0.019200, -0.239660,2.611777, -0.029576, -0.203570, -0.027033, -0.276363
0.029997, -0.202479,2.611777, -0.029576, -0.221689, -0.026009, -0.264647
0.048905, -0.233225,2.611777, -0.029576, -0.235811, -0.024626, -0.253781
0.027771, -0.324900,2.611777, -0.029576, -0.209033, -0.023694, -0.244965
0.097634, -0.306858,2.611777, -0.029576, -0.156009, -0.021384, -0.235965
0.051689, -0.241431,2.611777, -0.029576, -0.106715, -0.020038, -0.225836
0.051412, -0.161967,2.611777, -0.029576, -0.062350, -0.018725, -0.214320
0.043351, -0.070173,-2.680522, -0.008926, -0.026379, -0.017519, -0.221945
0.014345, 0.069435,-2.917133, -0.102718, -0.049161, -0.017284, -0.227553
0.023361, 0.161034,-3.136291, -0.169731, -0.091793, -0.017136, -0.232075
0.023080, 0.196441,-3.245670, -0.197042, -0.169997, -0.017105, -0.236228
0.025943, 0.177655,-3.324007, -0.228351, -0.224620, -0.017139, -0.240980
-0.002292, 0.154001,-3.408606, -0.231681, -0.268985, -0.017750, -0.246442
0.082409, 0.234479,-3.427791, -0.232880, -0.275246, -0.016660, -0.250261
0.050075, 0.065820,-3.454037, -0.210099, -0.312284, -0.016149, -0.257479
0.045456, 0.107766,-3.258860, -0.150813, -0.297495, -0.015508, -0.262949
0.122025, 0.143120,-3.337064, -0.090994, -0.305356, -0.013114, -0.267909
0.062257, 0.167852,-3.669464, -0.010258, -0.325473, -0.011647, -0.273578
0.039722, 0.202801,-4.070743, 0.056488, -0.334532, -0.010398, -0.280008
0.033082, 0.236239,4.271649, 0.117639, -0.358913, -0.009067, -0.252938
0.051622, 0.281887,3.877964, 0.193845, -0.382228, -0.007093, -0.227040
0.024512, 0.302480,3.425526, 0.282041, -0.424727, -0.005356, -0.203021
0.022665, 0.310983,3.104050, 0.340528, -0.478417, -0.003460, -0.180573
0.016546, 0.344652,2.886491, 0.412603, -0.527445, -0.001443, -0.158754
-0.006707, 0.323742,2.756728, 0.469225, -0.581135, 0.000291, -0.138298
0.017663, 0.325690,2.625766, 0.508393, -0.629630, 0.002632, -0.118725
0.000485, 0.343041,2.444977, 0.523581, -0.671196, 0.004641, -0.099905
-0.011385, 0.335654,2.270317, 0.519318, -0.689448, 0.006356, -0.082294
-0.028463, 0.348174,2.159339, 0.494671, -0.688649, 0.007599, -0.065220
-0.033653, 0.358380,2.136957, 0.465228, -0.662670, 0.008598, -0.048371
-0.050342, 0.322880,2.149747, 0.428857, -0.633094, 0.009100, -0.032519
-0.071190, 0.316455,2.122169, 0.363709, -0.580469, 0.008920, -0.017221
-0.068816, 0.323154,2.051292, 0.345857, -0.504663, 0.008721, -0.002372
-0.049132, 0.315950,1.849987, 0.302558, -0.403944, 0.008750, 0.011246
-0.045159, 0.288864,1.597522, 0.274181, -0.294831, 0.008747, 0.023061
-0.029560, 0.285733,1.336398, 0.258593, -0.197708, 0.008994, 0.033553
-0.024494, 0.298594,1.057421, 0.254330, -0.102318, 0.009321, 0.042999
-0.008357, 0.299539,0.791100, 0.267120, -0.023981, 0.010015, 0.051231
-0.005840, 0.317224,0.547295, 0.291633, 0.047962, 0.010841, 0.058696
-0.009929, 0.342476,0.319478, 0.311884, 0.103384, 0.011648, 0.065624
-0.017942, 0.357528,0.128297, 0.338263, 0.143086, 0.012382, 0.071965
-0.013157, 0.372476,-0.019185, 0.344391, 0.160405, 0.013222, 0.077900
-0.021348, 0.403636,-0.119504, 0.354250, 0.172529, 0.013919, 0.083946
-0.029793, 0.421135,-0.166667, 0.355049, 0.171596, 0.014436, 0.090037
-0.041221, 0.440700,-0.173728, 0.353317, 0.173861, 0.014708, 0.096369
-0.051047, 0.446554,-0.176525, 0.344524, 0.162670, 0.014744, 0.102681
-0.042523, 0.446115,-0.135625, 0.345457, 0.145350, 0.014953, 0.109018
-0.040344, 0.446857,-0.116041, 0.338929, 0.121503, 0.015175, 0.115319
-0.052630, 0.450986,-0.127898, 0.337330, 0.092193, 0.015141, 0.121531
-0.058026, 0.473118,-0.197708, 0.330402, 0.058353, 0.014973, 0.127788
-0.050389, 0.446325,-0.295230, 0.330003, 0.013056, 0.014960, 0.133002
-0.056340, 0.425457,-0.380762, 0.328137, -0.016653, 0.014820, 0.137358
-0.054928, 0.398631,-0.451239, 0.319877, -0.053557, 0.014679, 0.140815
-0.046188, 0.375903,-0.494005, 0.307354, -0.072076, 0.014666, 0.143580
-0.057660, 0.367239,-0.529043, 0.283640, -0.077671, 0.014332, 0.145979
-0.065279, 0.362991,-0.558487, 0.259659, -0.069278, 0.013757, 0.148130
-0.071236, 0.361114,-0.607514, 0.210765, -0.062883, 0.012884, 0.150008
-0.074386, 0.383148,-0.665734, 0.147216, -0.055156, 0.011715, 0.152062
-0.092647, 0.424032,-0.752864, 0.068079, -0.046096, 0.009895, 0.154550
-0.088998, 0.387272,-0.877565, -0.010125, -0.010791, 0.007877, 0.155764
-0.097999, 0.344017,-1.039435, -0.097389, 0.045830, 0.005378, 0.155455
-0.085505, 0.339233,-1.243006, -0.187050, 0.109512, 0.002827, 0.154258
-0.043921, 0.303822,-1.473488, -0.258460, 0.189715, 0.000879, 0.151473
-0.034967, 0.294417,-1.744871, -0.322942, 0.282707, -0.001104, 0.147492
-0.031606, 0.262500,-2.030242, -0.362244, 0.373301, -0.003134, 0.141833
-0.030105, 0.288472,-2.312816, -0.393952, 0.464295, -0.005217, 0.135700
-0.028086, 0.300671,-2.586864, -0.396749, 0.528910, -0.007230, 0.128859
-0.043229, 0.282157,-2.827471, -0.405542, 0.562883, -0.009540, 0.120841
-0.052471, 0.254162,-3.048361, -0.366240, 0.603784, -0.011834, 0.111558
-0.054678, 0.255193,-3.245137, -0.323475, 0.642286, -0.013959, 0.101710
-0.020430, 0.252170,-3.430322, -0.233813, 0.681855, -0.015005, 0.091272
-0.016126, 0.248428,-3.627631, -0.165201, 0.711164, -0.015675, 0.080195
-0.019603, 0.239605,-3.828004, -0.108447, 0.732747, -0.016179, 0.068377
-0.046247, 0.223025,-4.011724, -0.057687, 0.745004, -0.017006, 0.055744
-0.041247, 0.238798,-4.181855, -0.041700, 0.733946, -0.017654, 0.043013
-0.022127, 0.251827,-4.343592, -0.025713, 0.683720, -0.017845, 0.030162
-0.035544, 0.212773,4.256861, -0.013189, 0.626033, -0.018250, 0.050501
-0.034847, 0.180144,4.157074, 0.003597, 0.578071, -0.018568, 0.069390
-0.043917, 0.174373,4.109512, 0.026112, 0.523848, -0.018973, 0.087599
-0.027908, 0.178425,4.136424, 0.049161, 0.472689, -0.018959, 0.105630
-0.033639, 0.156575,4.244738, 0.055023, 0.418865, -0.019037, 0.123288
-0.049408, 0.118693,-4.334666, 0.025313, 0.345857, -0.019545, 0.106204
-0.093659, 0.088766,-4.103917, -0.012390, 0.286438, -0.021076, 0.089768
-0.077186, 0.064021,-3.855582, -0.043698, 0.227285, -0.022369, 0.074139
-0.046217, 0.051166,-3.622835, -0.068212, 0.166400, -0.023114, 0.059478
-0.072475, 0.028789,-3.374367, -0.105649, 0.137224, -0.024515, 0.045637
-0.060525, 0.065345,-3.282441, -0.122036, 0.131761, -0.025714, 0.033164
-0.029529, 0.065055,-3.499467, -0.164402, 0.127764, -0.026434, 0.020084
-0.028351, -0.012603,-3.535572, -0.191047, 0.126432, -0.027222, 0.005571
-0.034550, -0.093455,-3.707168, -0.183320, 0.124833, -0.028087, -0.010942
0.014848, -0.067217,-4.079403, -0.173594, 0.111111, -0.027909, -0.028059
-0.001075, -0.061380,-4.325606, -0.141354, 0.094991, -0.027926, -0.045681
-0.006490, -0.091192,4.120703, -0.103251, 0.054357, -0.027902, -0.030438
0.006189, -0.121649,3.983080, -0.047429, 0.020250, -0.027406, -0.016649
0.016362, -0.151580,4.021050, -0.004130, 0.022915, -0.026547, -0.003585
-0.000201, -0.191397,4.343459, 0.056088, 0.038503, -0.025800, 0.009685
-0.005765, -0.276035,-3.920197, 0.103384, 0.091793, -0.024994, -0.011396
-0.006927, -0.282859,-3.439249, 0.130029, 0.116440, -0.024123, -0.030308
-0.040562, -0.311243,-2.970024, 0.126166, 0.150413, -0.023957, -0.047569
-0.012891, -0.309528,-2.576472, 0.111910, 0.160805, -0.023297, -0.062908
0.012155, -0.236276,-2.276579, 0.103784, 0.139622, -0.022181, -0.075299
-0.044000, -0.286414,-2.098188, 0.116707, 0.099920, -0.022160, -0.087746
-0.089380, -0.280146,-1.944844, 0.092193, 0.072742, -0.023143, -0.099218
-0.015098, -0.227550,-1.745937, 0.075140, 0.027578, -0.022688, -0.108629
-0.024328, -0.260059,-1.427391, 0.068745, -0.031308, -0.022451, -0.117253
-0.022833, -0.268458,-1.023181, 0.056488, -0.084333, -0.022237, -0.124288
-0.040554, -0.259289,-0.653610, 0.049827, -0.132161, -0.022408, -0.129550
-0.032874, -0.255830,-0.380362, 0.050759, -0.183453, -0.022419, -0.133567
-0.020718, -0.248582,-0.203704, 0.056355, -0.229683, -0.022164, -0.136666
-0.037398, -0.278581,-0.138556, 0.058753, -0.267653, -0.022238, -0.140047
-0.014774, -0.235319,-0.169731, 0.078071, -0.278044, -0.021783, -0.142618
0.005370, -0.293276,-0.244471, 0.102052, -0.292832, -0.020840, -0.146589
-0.010827, -0.286345,-0.327605, 0.124034, -0.302691, -0.020153, -0.150669
-0.022896, -0.299736,-0.417133, 0.153344, -0.309086, -0.019607, -0.155285
-0.038785, -0.296801,-0.434719, 0.172662, -0.303890, -0.019314, -0.159820
-0.014182, -0.318298,-0.401279, 0.195843, -0.299094, -0.018443, -0.164562
-0.031867, -0.307294,-0.306688, 0.205302, -0.282840, -0.017907, -0.168619
-0.060728, -0.311848,-0.157874, 0.190248, -0.276579, -0.018018, -0.172102
-0.076761, -0.294730,0.043698, 0.157474, -0.284439, -0.018575, -0.174384
-0.091508, -0.285493,0.302824, 0.118971, -0.306954, -0.019568, -0.175419
-0.098732, -0.298120,0.606981, 0.080203, -0.323208, -0.020836, -0.175493
-0.078078, -0.309916,0.926059, 0.060352, -0.330269, -0.021745, -0.174552
-0.068454, -0.308271,1.229683, 0.043965, -0.342126, -0.022507, -0.172406
-0.084997, -0.305564,1.507461, 0.020117, -0.361711, -0.023677, -0.169160
-0.069752, -0.188125,1.770584, -0.033040, -0.468692, -0.024728, -0.162598
-0.096768, -0.415932,2.072875, -0.011191, -0.435785, -0.026213, -0.159539
-0.141897, -0.334502,2.355049, -0.017986, -0.369837, -0.028597, -0.153807
-0.053433, -0.284002,2.583267, -0.023315, -0.337996, -0.029185, -0.146284
-0.027163, -0.270801,2.793232, 0.019984, -0.297495, -0.029067, -0.137825
-0.039237, -0.268968,2.995337, 0.066480, -0.254063, -0.029009, -0.128706
-0.062270, -0.252464,3.185718, 0.088862, -0.222489, -0.029326, -0.118693
-0.066362, -0.242244,3.386757, 0.129763, -0.180389, -0.029558, -0.107888
-0.085992, -0.242697,3.598321, 0.171729, -0.135625, -0.030014, -0.096479
-0.095006, -0.214975,3.793365, 0.208233, -0.083666, -0.030497, -0.083979
-0.072168, -0.175040,3.994804, 0.241274, -0.026912, -0.030385, -0.070141
-0.064709, -0.157560,4.196909, 0.277245, 0.038369, -0.029985, -0.055437
-0.051366, -0.168622,-4.365574, 0.319744, 0.096456, -0.029159, -0.074814
-0.033025, -0.176018,-4.240208, 0.348388, 0.144684, -0.027871, -0.093460
0.009085, -0.194908,-4.185851, 0.353451, 0.188249, -0.025746, -0.111897
0.015381, -0.214299,-4.181988, 0.361577, 0.242606, -0.023506, -0.130338
0.052114, -0.180468,-4.293099, 0.344791, 0.285771, -0.020642, -0.148170
0.035555, -0.136954,4.321876, 0.310951, 0.323341, -0.018299, -0.131004
0.005823, -0.100881,4.215561, 0.290434, 0.337863, -0.016678, -0.113876
0.009014, -0.020955,4.160139, 0.276579, 0.325873, -0.015080, -0.095710
-0.024420, 0.020112,4.040234, 0.278844, 0.288569, -0.014174, -0.077556
-0.041710, 0.037523,3.940314, 0.253531, 0.258327, -0.013731, -0.059809
-0.036942, 0.083564,3.798694, 0.217426, 0.236078, -0.013343, -0.042050
-0.014751, 0.216120,3.588063, 0.183453, 0.188116, -0.012652, -0.022822
-0.051795, 0.198741,3.375833, 0.134959, 0.136025, -0.012906, -0.005157
-0.030781, 0.224270,3.329070, 0.080602, 0.100453, -0.012947, 0.012481
-0.021547, 0.259424,3.223155, 0.043032, 0.020117, -0.012950, 0.030055
-0.043351, 0.200060,3.263922, 0.007061, -0.059419, -0.013531, 0.046250
-0.056625, 0.218986,3.261924, 0.003331, -0.112044, -0.014380, 0.062491
-0.027024, 0.281246,2.981215, 0.000000, -0.157074, -0.014633, 0.078553
-0.057905, 0.224601,2.585398, -0.015854, -0.185985, -0.015560, 0.091608
-0.030443, 0.240649,2.187983, -0.005729, -0.200506, -0.015880, 0.103166
-0.015316, 0.265306,1.789369, 0.001199, -0.223155, -0.015864, 0.113423
-0.028352, 0.265398,1.533173, 0.004663, -0.252598, -0.016096, 0.122473
-0.028394, 0.285676,1.358913, 0.005596, -0.289768, -0.016320, 0.131064
-0.030162, 0.243955,1.224620, -0.003331, -0.324940, -0.016610, 0.138122
-0.022403, 0.234249,1.124700, -0.015188, -0.347988, -0.016785, 0.144453
-0.017669, 0.231201,1.005196, -0.026645, -0.358380, -0.016907, 0.150129
-0.030205, 0.228859,0.875167, -0.037703, -0.360778, -0.017321, 0.155134
-0.020887, 0.196524,0.750999, -0.059419, -0.341593, -0.017625, 0.158906
-0.020267, 0.183324,0.627764, -0.072609, -0.298694, -0.017963, 0.161855
-0.021902, 0.183959,0.475486, -0.083800, -0.256195, -0.018370, 0.164161
-0.028961, 0.201878,0.253664, -0.103118, -0.220224, -0.018986, 0.165910
-0.024504, 0.188742,-0.039702, -0.128297, -0.185985, -0.019599, 0.166211
-0.033495, 0.180919,-0.381961, -0.149880, -0.147482, -0.020465, 0.165008
-0.037516, 0.182932,-0.737410, -0.158540, -0.106315, -0.021427, 0.162475
-0.066644, 0.164975,-1.091793, -0.160805, -0.058220, -0.022962, 0.158246
-0.075336, 0.153339,-1.415667, -0.184919, 0.000266, -0.024734, 0.152598
-0.080811, 0.186312,-1.730216, -0.223155, 0.043565, -0.026731, 0.146490
-0.103374, 0.175294,-2.016254, -0.266454, 0.089262, -0.029308, 0.139162
-0.132448, 0.168251,-2.274447, -0.323608, 0.140155, -0.032639, 0.130828
-0.147522, 0.182940,-2.509326, -0.385558, 0.183720, -0.036448, 0.122034
-0.139311, 0.168516,-2.709832, -0.446310, 0.222089, -0.040255, 0.112341
-0.149396, 0.170968,-2.933120, -0.443778, 0.261657, -0.044178, 0.102016
-0.152048, 0.167985,-3.149214, -0.447775, 0.313349, -0.048090, 0.090990
-0.122611, 0.173654,-3.394218, -0.426459, 0.364908, -0.051252, 0.079338
-0.097135, 0.149686,-3.635625, -0.416067, 0.392619, -0.053801, 0.066493
-0.082041, 0.120295,-3.815481, -0.400346, 0.434852, -0.055935, 0.052613
-0.051631, 0.123307,-3.923261, -0.360645, 0.460831, -0.057263, 0.038647
-0.035980, 0.111909,-4.006395, -0.315081, 0.456835, -0.058072, 0.024408
-0.010239, 0.092663,-4.059286, -0.265388, 0.421663, -0.058156, 0.009860
-0.001131, 0.085188,-4.121902, -0.204103, 0.378098, -0.057815, -0.004791
0.030331, 0.067990,-4.246070, -0.140954, 0.341460, -0.056605, -0.019980
0.033132, 0.048839,-4.297895, -0.079403, 0.322942, -0.055122, -0.035451
0.033316, 0.015941,-4.270850, -0.050226, 0.312150, -0.053550, -0.051165
0.002968, -0.034521,-4.136424, -0.012257, 0.307621, -0.052467, -0.067047
-0.020176, -0.060329,-3.852784, 0.008127, 0.294431, -0.051790, -0.082016
-0.011685, -0.037239,-3.441513, 0.001465, 0.270051, -0.050982, -0.094611
-0.010618, -0.053176,-2.837463, 0.007327, 0.251665, -0.050146, -0.104905
0.009212, -0.076022,-2.190248, 0.020650, 0.215161, -0.048878, -0.112913
-0.022169, -0.119265,-1.627365, 0.032374, 0.179989, -0.048217, -0.119419
-0.016679, -0.097283,-1.223821, 0.029177, 0.154010, -0.047472, -0.123774
-0.019961, -0.085656,-0.901013, 0.039835, 0.130695, -0.046765, -0.126544
-0.035018, -0.099697,-0.645617, 0.026645, 0.102185, -0.046426, -0.128538
-0.025576, -0.087525,-0.399014, 0.012390, 0.075273, -0.045960, -0.129281
-0.042381, -0.102419,-0.217026, -0.001732, 0.040368, -0.045895, -0.129595
-0.034153, -0.097065,-0.067413, -0.028111, 0.006128, -0.045771, -0.129209
-0.007081, -0.093520,0.090994, -0.037037, -0.030109, -0.045142, -0.128138
-0.006643, -0.107527,0.230882, -0.042499, -0.065947, -0.044539, -0.126821
-0.016141, -0.118973,0.293898, -0.039302, -0.082334, -0.044125, -0.125512
-0.007172, -0.113985,0.289369, -0.035838, -0.095790, -0.043526, -0.124147
-0.002677, -0.112610,0.248068, -0.031841, -0.102851, -0.042834, -0.122944
0.005662, -0.115431,0.211564, -0.011857, -0.103784, -0.041911, -0.121964
-0.011704, -0.119322,0.172262, 0.004396, -0.106981, -0.041289, -0.121236
-0.026709, -0.109630,0.166001, 0.009992, -0.106981, -0.040959, -0.120353
-0.034779, -0.113627,0.179989, -0.004796, -0.108047, -0.040854, -0.119513
-0.025617, -0.123807,0.256994, -0.021450, -0.119771, -0.040633, -0.118592
-0.022917, -0.124453,0.395017, -0.037970, -0.135891, -0.040428, -0.117160
-0.014639, -0.121484,0.620970, -0.037570, -0.166533, -0.040059, -0.114813
-0.027968, -0.118406,0.927791, -0.048628, -0.204903, -0.040008, -0.111248
-0.045232, -0.135868,1.268718, -0.049827, -0.230083, -0.040308, -0.106767
-0.043163, -0.161431,1.605516, -0.044498, -0.239408, -0.040539, -0.101566
-0.044078, -0.151352,1.948042, -0.037570, -0.237144, -0.040757, -0.094926
-0.035552, -0.144855,2.241807, -0.017053, -0.245137, -0.040720, -0.087136
-0.043840, -0.147329,2.525979, 0.020517, -0.250333, -0.040702, -0.078438
-0.012260, -0.138821,2.737410, 0.027311, -0.254863, -0.040026, -0.068915
0.009963, -0.127516,2.954836, 0.088196, -0.197442, -0.038681, -0.058504
-0.051452, -0.045798,3.091793, 0.146549, -0.141753, -0.038362, -0.046131
